id,total_value,neighborhood,pclass,p13_date,sqft,bathrooms,bedrooms,allrooms,stories,units,zoning,construction,year_built,basement_sqft,lot_sqft,change_date,sales_date,recordation_date,zipcode
159418,845000,Outer Sunset,Dwelling,2015-04-01,1483,3.0,3,5,1,1,RH2,D,1944,432,2426,04/01/2015,09/21/1990,09/22/1990,94122
867298,409850,Bayview,Dwelling,2014-03-01,2004,2.0,3,6,2,1,RH2,D,1985,0,1400,03/01/2014,10/03/2013,10/03/2013,94124
925571,982351,Parkside,Dwelling,2013-06-01,3435,3.0,3,8,2,1,RH1,D,1964,0,6198,06/01/2013,07/15/2011,07/15/2011,94116
1451792,213838,Bayview,Condominium,2013-09-11,805,2.0,2,94,1,1,NC3,D,1993,0,0,08/01/1999,07/18/2013,09/11/2013,94124
279751,33880,Bayview,Dwelling,2014-03-01,800,1.0,2,4,1,1,RH1,D,1944,0,2500,03/01/2014,11/27/2013,11/27/2013,94124
21919,363300,Bayview,Dwelling,2014-08-19,1800,2.0,3,6,1,1,RH1,D,1981,600,1912.42,03/01/2014,08/19/2014,08/19/2014,94124
738487,406235,Parkside,Dwelling,1994-08-01,1500,1.0,3,6,1,1,RH1,D,1923,0,3000,08/01/1994,03/02/1994,12/02/1921,94116
1232902,265456,Bayview,Dwelling,2011-05-18,1000,1.0,2,4,1,1,RH1,D,1922,0,1273,02/01/2010,05/18/2011,05/18/2011,94124
1066946,222832,Parkside,Dwelling,2013-07-15,1160,1.0,2,5,1,1,RH1,D,1930,0,2062.5,08/01/1999,,07/15/2013,94116
992971,859020,Outer Sunset,Dwelling,1999-08-01,2112,3.0,3,8,1,1,RH1,D,1936,580,2996,08/01/1999,09/25/1990,09/25/1990,94122
250172,1147586,South Beach,Condominium,2014-06-26,1090,2.0,2,4,1,1,M2,D,2000,0,0,12/01/2000,06/26/2014,06/26/2014,94107
1758472,404979,Outer Sunset,Dwelling,2012-05-01,540,1.0,1,3,1,1,RH2,D,1904,0,1298,05/01/2012,,01/31/1970,94122
1970906,782610,Parkside,Dwelling,1999-08-01,1662,2.0,4,7,1,1,RH1,D,1950,200,2375,08/01/1999,04/01/1990,04/01/1990,94116
1164764,688000,Parkside,Dwelling,2014-08-29,1235,1.0,2,5,1,1,RH1,D,1937,0,3000,03/01/2014,08/29/2014,08/29/2014,94116
1231998,296269,Bayview,Dwelling,2011-08-29,2175,3.0,3,8,1,1,RH1,D,1996,891,2500,09/01/1998,03/26/1997,08/29/2011,94124
219547,265325,Parkside,Dwelling,1999-08-01,1654,2.0,3,6,1,1,RH1,D,1937,254,2375,08/01/1999,,05/17/1983,94116
1131018,414475,Outer Sunset,Dwelling,1998-01-01,2470,5.0,3,9,1,1,RH1,D,1948,510,3000,01/01/1998,,02/20/1997,94122
1042362,906702,Parkside,Dwelling,2015-04-01,1697,3.0,4,9,1,1,RH1,D,1939,403,2996,04/01/2015,02/03/1971,02/03/1971,94116
1923469,227814,Parkside,Dwelling,1999-08-01,1011,1.0,2,4,1,1,RH1,D,1948,0,1750,08/01/1999,,09/04/1990,94116
129508,800367,Parkside,Dwelling,1999-08-01,2505,5.0,4,11,1,1,RH1,D,1942,945,1476,08/01/1999,02/11/1981,10/03/1980,94116
1701487,788563,Outer Sunset,Dwelling,2014-03-01,1384,2.0,3,6,1,1,RH1,D,1940,0,3000,03/01/2014,03/12/2013,03/12/2013,94122
1152016,346195,Outer Sunset,Dwelling,1999-08-01,1211,1.0,2,5,1,1,RH1,D,1954,229,2062.5,08/01/1999,12/18/1991,12/18/1991,94122
678552,151822,Outer Sunset,Dwelling,2011-02-27,1999,2.0,3,7,1,1,RH1,D,1932,307,3000,08/01/1999,,02/27/2011,94122
1088837,959153,South Beach,Condominium,1981-01-05,1180,2.0,2,4,1,1,,D,2001,0,0,,05/04/1950,01/05/1981,94107
711273,214984,Bayview,Dwelling,2011-04-01,1570,2.0,3,7,1,1,RH1,D,1924,400,2500,08/01/1999,,04/01/2011,94124
885063,558859,Outer Sunset,Dwelling,1998-02-01,1400,2.0,2,6,1,1,RH1,D,1938,400,3000,02/01/1998,12/03/1990,12/03/1990,94122
653734,290740,Outer Sunset,Dwelling,1999-08-01,995,1.0,2,5,1,1,RH2,D,1944,0,1957,08/01/1999,,03/03/1980,94122
285023,898864,Parkside,Dwelling,2012-02-29,1880,3.0,3,8,1,1,RH1,D,1921,565,3000,05/01/1999,12/02/1940,02/29/2012,94116
477486,376243,Bayview,Dwelling,2011-03-01,1370,1.0,3,6,1,1,RH2,D,1900,0,2247,01/01/1999,03/01/2011,03/01/2011,94124
1525288,789741,Parkside,Dwelling,1994-10-01,1818,2.0,4,8,1,1,RH1,D,1925,553,3000,10/01/1994,,02/01/1991,94116
756432,393108,South Beach,Condominium,1996-02-01,719,1.0,1,2,1,1,RC4,D,1991,0,0,02/01/1996,08/15/1930,08/15/1930,94105
715412,395023,Outer Sunset,Dwelling,1996-05-01,1032,1.0,2,5,1,1,RH1,D,1945,0,2041.88,05/01/1996,04/15/1988,04/26/1990,94122
1782554,972912,Parkside,Dwelling,2007-02-01,2519,2.0,3,9,1,1,RH1,D,1925,1201,2996,02/01/2007,,02/09/1921,94116
417507,500144,Outer Sunset,Dwelling,1999-08-01,1552,2.0,3,7,2,1,RH1,D,1926,0,2500,08/01/1999,09/17/1991,04/12/1970,94122
639027,210342,Bayview,Dwelling,1999-02-01,1675,1.0,4,8,1,1,RH1,D,1925,360,2500,02/01/1999,03/31/1992,10/07/1950,94124
1649132,647565,Outer Sunset,Dwelling,2011-05-02,1792,3.0,3,7,1,1,RH2,D,1921,242,2996,08/01/1999,05/02/2011,05/02/2011,94122
1996537,216638,Outer Sunset,Dwelling,1999-08-01,1150,1.0,2,5,1,1,RH1,D,1941,0,1875,08/01/1999,,08/21/1960,94122
412207,970000,Parkside,Dwelling,2015-04-01,1700,2.0,3,6,1,1,RH1,D,1940,400,2495,04/01/2015,08/06/1970,10/25/2013,94116
828331,614682,Outer Sunset,Dwelling,1999-11-18,1870,3.0,4,9,1,1,RH2,D,1921,785,2700,08/01/1999,11/18/1999,06/05/1960,94122
884604,237142,Outer Sunset,Condominium,1995-12-01,1150,2.0,2,4,0,1,NC1,D,1991,0,4622.5,12/01/1995,07/21/1995,07/21/1995,94122
1293533,953308,Pacific Heights,Condominium,2012-12-11,1432,2.0,1,4,1,1,RH3,D,1914,0,0,08/01/1999,12/11/2012,12/11/2012,94123
1292633,639059,Bayview,Dwelling,2000-02-01,1394,2.0,3,6,1,1,M1,D,1998,541,1500,02/01/2000,06/11/1940,06/11/1940,94124
1839456,210312,Bayview,Dwelling,2015-01-30,1200,1.0,2,4,1,1,RH1,D,1941,0,2500,11/01/1994,10/20/1994,01/30/2015,94124
822661,522561,Bayview,Dwelling,2014-06-01,1626,3.0,4,7,2,1,M1,D,1998,0,1500,06/01/2014,02/23/2011,02/23/2011,94124
1519739,743612,Parkside,Dwelling,2015-04-01,1407,2.0,3,7,1,1,RH1,D,1942,320,1875,04/01/2015,11/03/1991,04/30/2012,94116
698501,377657,Outer Sunset,Dwelling,1995-12-01,3000,2.0,3,12,2,1,RH1,D,1928,500,2060,12/01/1995,07/13/1988,09/16/1994,94122
313981,528740,South Beach,Condominium,2012-08-21,733,1.0,1,2,1,1,RC4,D,1991,0,0,04/01/1999,07/01/1940,08/21/2012,94105
353827,1432374,South Beach,Condominium,2000-12-01,1245,2.0,2,5,1,1,M2,D,2000,0,0,12/01/2000,02/02/1931,11/05/1941,94107
203308,279544,Bayview,Dwelling,2014-03-01,1511,2.0,3,6,2,1,RH2,D,1987,0,2557,03/01/2014,07/19/2013,07/19/2013,94124
395871,730802,Outer Sunset,Dwelling,2014-03-01,1220,2.0,2,6,1,1,RH2,D,1914,476,3000,03/01/2014,05/13/2013,05/13/2013,94122
1979392,2000682,Pacific Heights,Dwelling,2010-01-01,3625,5.0,5,11,3,1,RH1,D,1905,250,1041,01/01/2010,07/15/1920,07/13/1990,94118
1192251,782252,Parkside,Dwelling,2012-03-28,1751,3.0,3,6,1,1,RH1,D,1925,490,2996,06/01/2007,03/28/2012,03/28/2012,94116
451137,831861,Parkside,Dwelling,1996-05-01,1534,2.0,2,7,1,1,RH1,D,1945,372,2495,05/01/1996,02/04/1991,02/04/1991,94116
1675234,307388,Bayview,Dwelling,2012-04-06,1515,3.0,3,6,3,1,RH2,D,1995,0,1029,06/01/1996,04/06/2012,04/06/2012,94124
907899,873948,Parkside,Dwelling,2013-04-01,1700,2.0,3,7,1,1,RH1,D,1940,350,3000,04/01/2013,09/19/2012,09/19/2012,94116
430948,759682,South Beach,Condominium,2000-12-01,1127,2.0,2,4,1,1,M2,D,2000,0,0,12/01/2000,11/09/1931,11/07/1941,94107
1121653,282102,Parkside,Dwelling,1999-08-01,1590,3.0,4,7,2,1,RH1,D,1938,0,2375,08/01/1999,03/25/1988,11/27/1989,94116
616357,402006,Outer Sunset,Dwelling,1999-08-01,1933,2.0,4,8,1,1,RH1,D,1952,734,2062.5,08/01/1999,04/22/1991,04/07/1960,94122
1901137,332142,Bayview,Dwelling,2011-07-27,1626,2.0,4,7,2,1,M1,D,1997,0,1500,05/01/1998,12/17/1997,07/27/2011,94124
1640172,400655,Bayview,Dwelling,2010-12-17,2192,4.0,7,11,1,1,RH1,D,1925,557,2495,02/01/2009,12/17/2010,09/23/1990,94124
1928951,466687,Parkside,Dwelling,1995-06-01,1405,1.0,2,6,1,1,RH1,D,1939,155,3000,06/01/1995,12/08/1992,02/17/1971,94116
292614,971794,Parkside,Dwelling,2013-07-01,2170,3.0,3,9,1,1,RH1,D,1936,893,2500,07/01/2013,07/22/1990,07/22/1990,94116
388486,555289,Parkside,Dwelling,1999-08-01,1255,1.0,3,6,1,1,RH1,D,1931,0,2500,08/01/1999,11/28/1989,02/08/1990,94116
1609032,460003,Parkside,Dwelling,1999-08-01,1281,2.0,3,6,1,1,RH1,D,1924,213,3000,08/01/1999,06/30/1999,06/30/1999,94116
1426031,720696,Outer Sunset,Dwelling,1998-11-01,1951,2.0,3,7,1,1,RH1,D,1927,612,3000,11/01/1998,04/08/1930,04/08/1930,94122
116998,333452,Outer Sunset,Dwelling,2013-07-03,1455,3.0,4,7,1,1,RH1,D,1946,448,2996,10/01/1997,01/08/1997,07/03/2013,94122
379941,791957,Parkside,Dwelling,1999-07-01,1914,2.0,3,7,1,1,RH1,D,1932,674,2500,07/01/1999,08/12/1920,03/27/1990,94116
1938911,848986,Parkside,Dwelling,2015-04-01,1250,1.0,2,5,1,1,RH1,D,1928,250,3000,04/01/2015,02/08/1961,06/08/1970,94116
698799,135091,Pacific Heights,Dwelling,1999-08-01,2423,3.0,4,8,2,1,RH2,D,1900,0,3120.25,08/01/1999,,06/15/1999,94123
950417,615684,Parkside,Dwelling,2014-03-14,2213,4.0,2,9,3,1,RH2,D,1917,0,2996,08/01/1999,04/07/1989,03/14/2014,94116
567071,312141,Outer Sunset,Dwelling,2010-09-20,1025,1.0,2,5,1,1,RH1,D,1940,0,3000,08/01/1999,,09/20/2010,94122
1039189,224759,Outer Sunset,Dwelling,1999-08-01,1245,1.0,2,5,1,1,RH1,D,1927,0,3000,08/01/1999,,08/29/1980,94122
906402,520776,Outer Sunset,Condominium,1999-08-01,1024,2.0,2,5,1,1,RM1,D,1985,0,0,08/01/1999,07/30/1940,07/30/1940,94122
385683,727484,Parkside,Dwelling,2014-06-04,1964,2.0,2,7,1,1,RH1,D,1923,649,2996,06/01/2013,04/22/2014,06/04/2014,94116
280793,338902,Outer Sunset,Dwelling,2013-11-07,1835,2.0,5,9,1,1,RH1,D,1931,614,2996,02/01/1997,07/09/1996,11/07/2013,94122
1346903,208910,Outer Sunset,Dwelling,1999-08-01,1150,1.0,2,5,1,1,RH1,D,1938,0,3000,08/01/1999,,05/25/1940,94122
1990677,74939,Bayview,Dwelling,1999-08-01,995,1.0,2,5,1,1,RH1,D,1944,120,2500,08/01/1999,,02/25/1994,94124
607137,600000,Bayview,Dwelling,1999-08-01,1776,2.0,3,7,2,1,RH2,D,1984,432,1604,08/01/1999,09/16/1950,09/16/1950,94124
1530201,212707,Outer Sunset,Dwelling,1999-08-01,1010,2.0,3,4,1,1,RH1,D,1943,210,1420,08/01/1999,,11/16/1984,94122
326688,299775,Outer Sunset,Dwelling,2013-05-08,1282,1.0,3,6,1,1,RH2,D,1913,0,3000,08/01/1999,08/21/1987,05/08/2013,94122
496296,871908,Outer Sunset,Dwelling,2015-04-01,1550,2.0,2,7,1,1,RH1,D,1939,400,2996,04/01/2015,07/08/1980,07/08/1980,94122
416406,706994,Parkside,Dwelling,2013-06-01,1050,1.0,2,5,1,1,RH1,D,1942,156,1750,06/01/2013,07/22/2011,07/22/2011,94116
778724,556446,Outer Sunset,Dwelling,1999-11-19,2250,2.0,3,7,2,1,RH1,D,1917,0,3000,08/01/1999,09/27/1988,11/19/1999,94122
1604218,388916,Outer Sunset,Dwelling,2011-04-08,2032,2.0,3,7,1,1,RH2,D,1930,482,2500,09/01/1998,10/12/1995,04/08/2011,94122
1694244,606311,Pacific Heights,Condominium,1995-04-01,2205,1.0,3,6,1,1,RM3,D,1908,0,0,04/01/1995,07/29/1994,02/28/1991,94123
917239,891776,South Beach,Condominium,2010-08-24,1186,2.0,2,4,1,1,,D,2001,0,0,,08/24/2010,04/21/1960,94107
1324421,856567,Parkside,Dwelling,1996-08-01,1450,2.0,2,5,1,1,RH1,D,1938,0,3000,08/01/1996,05/30/1930,05/30/1930,94116
704536,351279,Outer Sunset,Dwelling,1999-01-01,1738,3.0,4,8,1,1,RH2,D,1924,350,2996,01/01/1999,,04/15/1998,94122
710719,473306,Outer Sunset,Dwelling,1999-08-01,1721,2.0,3,7,1,1,RH1,D,1946,721,1437.5,08/01/1999,08/24/1990,08/24/1990,94122
1080938,478494,Parkside,Dwelling,1999-06-01,1175,1.0,2,5,1,1,RH1,D,1947,0,3000,06/01/1999,,08/18/1940,94116
474999,202428,Outer Sunset,Dwelling,1999-08-01,1500,1.0,2,4,1,1,RH3,D,1929,0,3250,08/01/1999,,09/03/1980,94122
1187582,670746,Outer Sunset,Dwelling,2013-05-01,1000,1.0,2,4,1,1,RH1,D,1941,0,1437,05/01/2013,02/18/1991,07/03/2012,94122
772053,568216,Parkside,Dwelling,1994-08-01,2171,3.0,3,9,1,1,RH1,D,1925,915,3000,08/01/1994,03/01/1994,03/01/1994,94116
120661,2496608,Pacific Heights,Condominium,1999-08-01,2293,3.0,3,6,3,1,RM1,D,1925,0,0,08/01/1999,05/23/1980,05/23/1980,94123
1471851,387465,Outer Sunset,Dwelling,2014-03-05,2356,3.0,3,9,1,1,RH1,D,1937,660,2750,08/01/1999,,03/05/2014,94122
904729,845000,Parkside,Dwelling,2015-01-01,1450,1.0,2,6,1,1,RH1,D,1928,0,2996,01/01/2015,09/19/2013,09/25/2013,94116
1581534,433614,Parkside,Dwelling,1999-08-01,1794,4.0,5,10,1,1,RH1,D,1926,0,3100,08/01/1999,,11/01/1970,94116
1173359,1184613,South Beach,Condominium,1991-02-09,1517,2.0,2,4,1,1,,D,2001,0,0,,02/09/1991,02/09/1991,94107
1760417,459852,Bayview,Dwelling,2010-09-07,1490,2.0,3,6,2,1,RH2,D,1900,0,2495,08/01/1999,09/07/2010,09/07/2010,94124
556857,258562,Outer Sunset,Dwelling,1999-08-01,2170,2.0,4,8,2,1,RH1,D,1912,270,3000,08/01/1999,,08/17/1950,94122
84888,235269,Bayview,Dwelling,1997-08-01,1705,2.0,3,7,2,1,RH2,D,1985,0,0,08/01/1997,,04/21/1993,94124
646748,909108,Parkside,Dwelling,2014-03-01,2038,2.0,2,6,1,1,RH1,D,1938,613,2996,03/01/2014,06/28/2013,06/28/2013,94116
780483,591072,Parkside,Dwelling,2010-08-31,1586,3.0,4,11,2,1,RH1,D,1924,0,2914,04/01/1996,,08/31/2010,94116
1426651,423322,Outer Sunset,Dwelling,1999-02-01,2084,4.0,5,9,1,1,RH1,D,1945,672,2996,02/01/1999,07/17/1997,03/07/1920,94122
950368,447593,Parkside,Dwelling,1999-03-01,1400,1.0,2,5,1,1,RH1,D,1939,0,2996,03/01/1999,08/04/1998,08/04/1998,94116
1216391,250008,Bayview,Dwelling,1997-11-01,1780,3.0,3,8,1,1,RH1,D,1908,655,2500,11/01/1997,,05/24/1990,94124
1249946,332979,Outer Sunset,Dwelling,1999-07-01,1137,2.0,2,6,1,1,RH1,D,1944,337,1873,07/01/1999,12/22/1995,09/08/1930,94122
1845648,235031,Outer Sunset,Dwelling,1999-08-01,1700,2.0,3,6,2,1,RH2,D,1915,0,3000,08/01/1999,,10/01/1985,94122
325944,270979,South Beach,Condominium,1999-05-24,795,1.0,1,2,1,1,RC4,D,1991,0,0,02/01/1998,09/24/1997,05/24/1999,94105
1285417,631105,Outer Sunset,Dwelling,2013-05-23,2680,3.0,4,8,2,1,RH1,D,1991,0,2996,01/01/1996,10/02/1991,05/23/2013,94122
1807603,800000,Outer Sunset,Dwelling,2015-04-01,1247,2.0,3,6,1,1,RH1,D,1946,110,2996,04/01/2015,02/06/1951,02/06/1951,94122
963438,677140,Parkside,Dwelling,1999-08-01,1865,2.0,3,8,1,1,RH1,D,1929,515,2060,08/01/1999,04/14/1999,04/14/1999,94116
1718793,715000,Outer Sunset,Dwelling,2014-04-01,938,1.0,2,4,1,1,RH1,D,1941,0,3000,04/01/2014,01/10/2014,01/10/2014,94122
156669,600000,Bayview,Dwelling,1999-08-01,1736,1.0,2,6,1,1,RH1,D,1926,0,4107,08/01/1999,05/10/1960,08/09/1960,94124
833119,245176,Outer Sunset,Dwelling,1999-03-01,1244,2.0,2,5,1,1,RH1,D,1948,282,2062.5,03/01/1999,,05/15/1998,94122
1882483,680000,Bayview,Dwelling,2009-02-01,1682,2.0,5,7,2,1,RH1,D,1914,400,3750,02/01/2009,06/30/1960,06/30/1960,94124
830683,45679,Bayview,Dwelling,2014-04-22,1534,1.0,2,4,1,1,RH1,D,1907,0,2500,08/01/1999,04/22/2014,04/22/2014,94124
322181,351160,Bayview,Dwelling,2010-10-04,2004,2.0,3,6,2,1,RH2,D,1984,0,1698,05/01/2008,10/04/2010,10/04/2010,94124
471708,415000,Bayview,Dwelling,2014-03-01,1255,2.0,2,5,1,1,RH2,D,1951,0,2495,03/01/2014,11/19/2013,01/31/2014,94124
50873,262768,Outer Sunset,Dwelling,1999-08-01,1272,1.0,2,5,1,1,RH1,D,1946,0,3000,08/01/1999,,10/29/1986,94122
790513,665004,Outer Sunset,Dwelling,2012-08-06,2137,3.0,4,9,2,1,RH1,D,1940,0,1750,08/01/1999,08/06/2012,08/06/2012,94122
1388516,1010776,Outer Sunset,Dwelling,2015-04-01,2768,3.0,6,11,2,1,RH1,D,1941,719,3000,04/01/2015,11/06/1941,11/06/1941,94122
736154,259403,Outer Sunset,Dwelling,1999-08-01,1287,1.0,2,5,1,1,RH1,D,1923,0,3000,08/01/1999,,01/27/1999,94122
909463,602549,Outer Sunset,Dwelling,2012-09-17,1400,1.0,2,5,1,1,RH2,D,1924,0,2375,02/01/1999,02/19/1921,09/17/2012,94122
1753879,255922,Parkside,Dwelling,1999-08-01,1832,2.0,5,8,1,1,RH1,D,1923,322,3000,08/01/1999,,07/02/1990,94116
54136,178269,Parkside,Dwelling,1999-03-01,2358,2.0,4,7,1,1,RH1,D,1940,710,2374,03/01/1999,,02/20/1980,94116
1260384,1031552,Parkside,Dwelling,2015-04-01,2308,2.0,5,9,1,1,RH1,D,1923,798,3600,04/01/2015,12/02/1941,12/02/1941,94116
747339,1017964,Parkside,Dwelling,2015-04-01,2038,3.0,4,9,1,1,RH1,D,1948,638,2996,04/01/2015,06/08/1950,06/08/1950,94116
1018967,130952,Parkside,Dwelling,2010-12-30,2393,3.0,4,8,1,1,RH1,D,1929,935,4499,08/01/1999,,12/30/2010,94116
1044608,253560,Parkside,Dwelling,1999-08-01,1905,2.0,3,8,1,1,RH1,D,1941,643,2060,08/01/1999,,07/12/1940,94116
146414,947335,Parkside,Dwelling,2015-04-01,1941,4.0,4,9,1,1,RH1,D,1925,791,2996,04/01/2015,03/03/1960,03/03/1960,94116
1886096,511750,Bayview,Dwelling,2010-09-30,2004,2.0,3,6,2,1,RH2,D,1984,0,1587,04/01/2007,04/15/2010,09/30/2010,94124
1886147,391631,Outer Sunset,Dwelling,1998-09-01,1855,2.0,3,6,1,1,RH1,D,1937,355,3250,09/01/1998,,09/12/1991,94122
1536764,512314,Parkside,Dwelling,2011-10-18,800,1.0,2,4,1,1,RH1,D,1942,0,1437.5,08/01/1999,10/18/2011,10/18/2011,94116
964449,668676,Parkside,Dwelling,2013-05-07,1940,3.0,4,9,1,1,RH1,D,1939,590,3000,08/01/1999,,05/07/2013,94116
477754,250080,Bayview,Dwelling,2012-12-05,1511,3.0,3,6,2,1,RH2,D,1986,0,1429,11/01/1998,02/17/1998,12/05/2012,94124
1931644,374782,Bayview,Dwelling,2011-03-01,2798,3.0,6,11,2,1,RH1,D,1996,0,2500,03/01/2011,08/06/1999,05/11/1920,94124
1770023,456900,Bayview,Dwelling,1997-09-01,1570,2.0,3,6,2,1,RH2,D,1986,0,0,09/01/1997,08/15/1980,08/15/1980,94124
379562,353090,Outer Sunset,Dwelling,1999-06-01,1289,2.0,3,6,1,1,RH2,D,1927,235,2996,06/01/1999,08/05/1996,08/05/1996,94122
1355604,862226,South Beach,Condominium,2011-04-08,1115,2.0,2,4,1,1,M2,D,2000,0,0,12/01/2000,04/08/2011,04/08/2011,94107
23847,185824,Outer Sunset,Dwelling,1999-08-01,1328,2.0,2,6,1,1,RH1,D,1945,366,3000,08/01/1999,,06/28/1979,94122
720752,64036,Parkside,Dwelling,2010-06-24,1500,1.0,2,5,1,1,RH1,D,1928,0,3000,08/01/1999,,06/24/2010,94116
1752538,705457,Parkside,Dwelling,2013-05-01,1352,2.0,3,6,1,1,RH1,D,1937,0,2574,05/01/2013,03/11/2011,03/11/2011,94116
335257,51224,Outer Sunset,Dwelling,1999-08-01,800,1.0,2,4,1,1,RH1,D,1943,0,2965.2,08/01/1999,,08/01/1990,94122
386844,1331014,South Beach,Condominium,2013-01-24,1094,2.0,2,4,1,1,M2,D,2000,0,0,12/01/2000,01/24/2013,01/24/2013,94107
106266,1004342,Parkside,Dwelling,2015-04-01,2005,3.0,3,8,1,1,RH1,D,1936,690,2375,04/01/2015,09/23/2014,09/23/2014,94116
1418541,850000,Parkside,Dwelling,2015-04-01,1731,3.0,3,7,1,1,RH1,D,1908,216,3000,04/01/2015,,07/28/2011,94116
167584,364668,Outer Sunset,Dwelling,1999-08-01,2058,3.0,4,9,1,1,RH1,D,1980,560,2500,08/01/1999,,11/25/1992,94122
1160614,331854,Bayview,Dwelling,2000-02-01,1394,2.0,3,7,1,1,M1,WOO,1998,541,1500,02/01/2000,02/19/1999,02/19/1999,94124
1199414,510000,Bayview,Dwelling,2014-06-01,1155,1.0,2,5,1,1,RH1,D,1907,0,2500,06/01/2014,03/03/1950,05/25/1970,94124
1723191,257822,Outer Sunset,Dwelling,1999-01-01,1920,3.0,6,10,1,1,RH1,D,1943,560,2962,01/01/1999,,02/11/1940,94122
1159556,886105,Outer Sunset,Dwelling,1999-08-01,2225,3.0,5,8,2,1,RH1,D,1940,0,3000,08/01/1999,06/03/1930,06/03/1930,94122
932679,389403,Bayview,Dwelling,2000-02-01,1626,2.0,4,7,2,1,M1,WOO,1998,0,1500,02/01/2000,11/25/1998,07/21/1950,94124
471732,224522,Bayview,Dwelling,1997-06-01,1750,2.0,3,6,2,1,RH2,D,1985,0,1875,06/01/1997,09/26/1996,09/26/1996,94124
1062341,163357,Bayview,Dwelling,2008-01-01,1826,2.0,3,7,1,1,RH1,D,1981,576,2500,01/01/2008,,03/17/1980,94124
1229622,784477,Parkside,Dwelling,2013-07-09,1840,3.0,3,4,1,1,RH1,D,1943,500,3000,08/01/1999,10/06/1991,07/09/2013,94116
1292709,788562,Parkside,Dwelling,2014-03-01,1715,3.0,3,8,1,1,RH1,D,1945,553,2996,03/01/2014,03/19/2013,03/19/2013,94116
1729009,264262,Parkside,Dwelling,1996-01-01,1740,2.0,2,7,1,1,RH1,D,1941,240,3000,01/01/1996,,08/03/1995,94116
290653,430912,Parkside,Dwelling,1996-04-01,1427,3.0,3,6,1,1,RH1,D,1933,247,3000,04/01/1996,01/03/1996,02/19/1981,94116
1675963,1010952,Parkside,Dwelling,2015-04-01,2115,2.0,3,8,1,1,RH1,D,1936,750,2500,04/01/2015,06/01/1970,06/01/1970,94116
529003,1038569,Parkside,Dwelling,2012-09-18,2285,3.0,6,10,1,1,RH2,D,1926,852,2996,09/01/2010,07/09/1980,09/18/2012,94116
458242,1200000,Parkside,Dwelling,2015-04-01,2300,2.0,3,7,2,1,RH1D,D,1910,0,3998,04/01/2015,08/31/1960,08/09/2012,94116
66933,3209504,Pacific Heights,Dwelling,2015-04-01,3042,2.0,4,10,2,1,RH2,D,1908,609,3515,04/01/2015,10/01/2012,10/01/2012,94123
1753216,213095,Parkside,Dwelling,1999-08-01,800,1.0,2,5,1,1,RH1,D,1942,112,3000,08/01/1999,,04/21/1960,94116
1135318,799188,Parkside,Dwelling,1999-08-01,2371,3.0,3,8,1,1,RH1,D,1930,1027,2996,08/01/1999,05/27/1930,05/27/1930,94116
1817873,113038,Outer Sunset,Dwelling,2014-01-21,1775,2.0,3,7,1,1,RH1,D,1940,575,2996,08/01/1999,,01/21/2014,94122
1912993,464139,South Beach,Condominium,1996-12-01,1101,2.0,2,5,0,1,M1,D,1994,0,0,12/01/1996,05/24/1996,05/24/1996,94105
1789138,92277,Outer Sunset,Dwelling,1999-08-01,1025,1.0,2,4,1,1,RH2,D,1956,0,1650,08/01/1999,,03/13/1992,94122
686664,333428,Parkside,Dwelling,1999-01-01,1925,2.0,4,7,1,1,RH1,D,1925,750,3000,01/01/1999,12/19/1997,02/27/1970,94116
311007,829768,Outer Sunset,Dwelling,2015-04-01,1575,2.0,4,9,1,1,RH1,D,1947,400,2996,04/01/2015,03/19/1970,03/19/1970,94122
1189412,1054766,Outer Sunset,Dwelling,2014-03-01,1900,1.0,1,7,1,1,RH2,D,1931,0,2500,03/01/2014,06/24/2013,06/24/2013,94122
226313,1142604,Pacific Heights,Condominium,2012-05-30,3197,2.0,4,7,2,1,RH2,D,1908,0,0,03/01/1999,09/20/1996,05/30/2012,94123
1048634,332908,Parkside,Dwelling,1999-08-01,1166,2.0,3,6,1,1,RH1,D,1942,366,3000,08/01/1999,03/04/1987,03/30/1950,94116
205193,485982,Outer Sunset,Dwelling,2012-04-30,1012,1.0,1,3,1,1,RH1,D,1940,132,1750,01/01/2012,05/06/2011,04/30/2012,94122
1074736,1001854,Outer Sunset,Dwelling,2015-04-01,1832,2.0,4,6,2,1,RH2,D,1907,0,3600,04/01/2015,06/13/1980,12/27/2010,94122
139452,584470,South Beach,Condominium,2014-09-18,855,1.0,1,3,1,1,,D,2001,0,0,,11/04/2011,09/18/2014,94107
1011589,322078,Parkside,Dwelling,1999-08-01,2550,3.0,3,10,1,1,RH1,D,1908,0,3000,08/01/1999,,02/15/1991,94116
1698499,99405,Parkside,Dwelling,1999-08-01,1628,2.0,3,6,1,1,RH1,D,1936,240,2500,08/01/1999,,05/30/1960,94116
932858,220383,Parkside,Dwelling,1999-08-01,1700,2.0,3,8,1,1,RH1,D,1926,535,3000,08/01/1999,,01/04/1983,94116
12536,316696,Outer Sunset,Dwelling,1999-08-01,1150,1.0,2,5,1,1,RH1,D,1941,0,3000,08/01/1999,,01/09/1941,94122
635386,172771,Bayview,Dwelling,1997-06-01,1800,2.0,3,6,1,1,RH1,D,1981,600,2053.6,06/01/1997,04/12/1996,04/12/1996,94124
