id,total_value,neighborhood,pclass,p13_date,sqft,bathrooms,bedrooms,allrooms,stories,units,zoning,construction,year_built,basement_sqft,lot_sqft,change_date,sales_date,recordation_date,zipcode
1579173,1311514,Noe Valley,Dwelling,1998-01-01,1281,2.0,3,6,1,1,RH2,D,1950,0,1625,01/01/1998,02/09/1970,02/09/1970,94114
1127817,1001768,Pacific Heights,Condominium,2014-03-24,1421,1.0,2,5,1,1,RM1,D,1913,0,0,01/01/1999,03/24/2014,03/24/2014,94115
1269649,1730000,Pacific Heights,Condominium,2013-11-22,2158,2.0,3,6,1,1,RH2,D,1904,0,0,08/01/1999,11/22/2013,11/22/2013,94115
230716,1739744,Noe Valley,Dwelling,1999-08-01,2729,4.0,4,8,2,1,RH1,D,1986,756,2883,08/01/1999,11/04/1931,11/04/1931,94131
238183,328854,Pacific Heights,Condominium,2012-05-15,1150,3.0,2,4,0,1,RC4,D,1987,0,0,06/01/1998,,05/15/2012,94109
1191294,1064624,Pacific Heights,Condominium,2013-04-23,1220,2.0,2,5,1,1,RM3,D,1930,0,0,03/01/1996,05/10/1960,04/23/2013,94109
1144969,2847958,Pacific Heights,Dwelling,2015-04-01,2935,3.0,3,8,3,1,RH1,D,1910,0,2500,04/01/2015,02/24/2011,01/07/2014,94123
1385263,920312,Noe Valley,Condominium,2012-10-31,1360,1.0,2,5,1,1,RH2,D,1923,0,0,07/01/1999,05/13/2010,10/31/2012,94114
1934022,1906220,Noe Valley,Dwelling,2014-10-07,2500,3.0,3,7,3,1,RH1,WOO,1904,0,2848,11/01/2003,10/07/2014,10/07/2014,94131
537007,3072701,Pacific Heights,Dwelling,2010-08-01,3401,3.0,4,10,3,1,RH2,D,1983,0,2812.5,08/01/2010,09/12/1980,09/12/1980,94123
1607379,735345,Pacific Heights,Condominium,1998-03-01,1500,2.0,2,4,1,1,RM3,D,1965,0,0,03/01/1998,09/09/1980,09/09/1980,94109
1729286,1330000,Noe Valley,Condominium,1999-07-01,1833,2.0,3,6,1,1,RH2,D,1998,0,0,07/01/1999,03/11/1950,03/11/1950,94131
630656,1549395,Noe Valley,Dwelling,2013-02-20,2122,2.0,3,7,1,1,RH2,D,1900,726,2850,02/01/1999,04/08/1980,02/20/2013,94131
1067498,9500000,Pacific Heights,Dwelling,2015-04-01,5950,4.0,4,10,3,1,RH1D,D,1916,1578,5671,04/01/2015,10/29/2013,10/29/2013,94123
1664486,1180000,Noe Valley,Condominium,1998-09-01,1530,3.0,3,6,3,1,RH2,D,1978,0,0,09/01/1998,07/15/1950,07/15/1950,94131
57258,824978,Noe Valley,Dwelling,1998-03-01,2890,3.0,5,11,3,1,RH2,D,1908,0,3036,03/01/1998,09/26/1997,04/22/1997,94114
139131,938005,Noe Valley,Dwelling,1996-02-01,2200,2.0,2,7,2,1,RH2,D,1900,0,3419,02/01/1996,09/11/1989,10/03/1995,94114
388666,1811060,Noe Valley,Dwelling,2011-03-28,3050,3.0,4,8,2,1,RH1,D,1910,0,5700,09/01/2008,03/28/2011,03/28/2011,94131
1135158,1484690,Pacific Heights,Condominium,2014-07-01,1870,2.0,2,6,2,1,RH1,D,1922,0,0,08/01/1999,07/01/2014,07/01/2014,94123
1764667,2950928,Pacific Heights,Condominium,1999-06-01,3375,3.0,4,7,1,1,RM2,A,1925,0,0,06/01/1999,10/03/1970,04/30/1990,94115
1439508,760842,Pacific Heights,Condominium,1999-03-01,1456,1.0,2,5,1,1,RM3,D,1916,0,0,03/01/1999,02/26/1940,02/26/1940,94109
883682,328854,Pacific Heights,Condominium,2012-05-15,1150,3.0,2,4,0,1,RC4,D,1987,0,0,06/01/1998,,05/15/2012,94109
1052151,801260,Noe Valley,Dwelling,2014-02-01,1050,2.0,2,5,1,1,RH2,D,1900,150,1192.5,02/01/2014,11/17/2011,11/17/2011,94131
1786664,1962034,Noe Valley,Dwelling,2006-10-01,2565,3.0,4,8,3,1,RH2,D,1900,0,2850,10/01/2006,02/01/1951,02/01/1951,94114
597937,753882,Pacific Heights,Condominium,2012-06-11,1095,1.0,1,3,1,1,RH3,D,1950,0,0,04/01/1996,03/18/1950,06/11/2012,94115
1947039,1279762,Noe Valley,Dwelling,2014-02-01,1578,2.0,4,7,1,1,RH2,D,1953,0,2848,02/01/2014,11/01/2011,11/01/2011,94114
1846737,1466312,Noe Valley,Dwelling,1999-04-01,1526,3.0,3,9,1,1,RH1,D,1952,0,2848,04/01/1999,04/17/1960,06/30/1990,94131
1183774,4585394,Pacific Heights,Dwelling,2001-12-01,4270,5.0,4,8,2,0,RH1,D,1899,0,3118,12/01/2001,,05/13/1940,94123
1053271,197896,Noe Valley,Condominium,2007-08-01,959,1.0,2,4,2,0,RH2,D,1977,0,1511,08/01/2007,,01/14/1998,94114
1756863,668870,Pacific Heights,Condominium,1994-11-01,750,1.0,1,3,1,1,RH2,D,1900,0,0,11/01/1994,10/04/1951,10/04/1951,94123
1674738,1088824,Noe Valley,Dwelling,1995-03-01,2324,3.0,3,7,1,1,RH2,D,1900,555,2850,03/01/1995,01/20/1995,01/20/1995,94114
1407979,724839,Noe Valley,Condominium,2008-04-01,924,1.0,2,4,1,0,RM1,D,1968,0,2848,04/01/2008,09/16/1980,09/16/1980,94114
1915168,187654,Pacific Heights,Condominium,1999-08-01,1175,1.0,2,4,0,1,RM2,D,1905,0,0,08/01/1999,,11/02/1983,94115
1408466,1150000,Noe Valley,Condominium,2013-07-31,1600,2.0,3,5,0,1,RH3,D,1989,0,0,01/01/1998,07/31/2013,07/31/2013,94131
1133646,3750270,Pacific Heights,Dwelling,1999-08-01,3709,3.0,5,10,3,1,RH3,D,1900,0,3188,08/01/1999,07/31/1970,07/31/1970,94115
1203642,824636,Pacific Heights,Condominium,2012-04-17,1020,2.0,2,5,1,1,RH2,D,1981,0,0,06/01/1997,06/10/1940,04/17/2012,94115
485317,660758,Noe Valley,Condominium,1998-03-01,780,2.0,2,5,0,1,24NOE,D,1990,0,0,03/01/1998,03/27/1990,03/27/1990,94114
185967,1672186,Pacific Heights,Condominium,2012-07-31,1800,3.0,3,6,1,1,RM3,D,1931,0,0,08/01/1999,10/07/1951,07/31/2012,94109
1290816,366294,Pacific Heights,Condominium,1999-08-01,1270,1.0,1,5,1,1,RM3,D,1931,0,0,08/01/1999,05/29/1987,02/07/1981,94109
532607,890714,Noe Valley,Condominium,1998-05-01,1168,2.0,2,5,1,1,RH3,D,1906,0,668,05/01/1998,06/15/1960,06/15/1960,94110
151968,235029,Noe Valley,Condominium,1998-02-01,1500,2.0,2,5,1,1,RH2,D,1911,0,0,02/01/1998,,01/22/1997,94114
483282,1707271,Pacific Heights,Condominium,2011-09-13,3156,5.0,4,7,4,1,RM1,D,1988,0,0,03/01/1997,09/10/1996,09/13/2011,94123
826246,1290656,Noe Valley,Dwelling,1999-08-01,2025,2.0,3,7,1,1,RH2,D,1931,550,3040.38,08/01/1999,,05/25/1970,94131
523153,637058,Pacific Heights,Dwelling,2012-09-06,1910,3.0,4,8,2,1,RM2,D,1910,0,1050,08/01/1999,,09/06/2012,94109
1191313,752886,Noe Valley,Condominium,2012-09-07,1106,1.0,2,0,1,1,RH2,D,1900,0,0,06/01/1997,03/05/2010,09/07/2012,94131
951427,272552,Pacific Heights,Condominium,1999-08-01,1165,1.0,1,4,5,1,RM3,D,1931,0,0,08/01/1999,,05/29/1986,94109
1651343,166461,Pacific Heights,Condominium,2011-11-04,437,1.0,1,2,1,1,RH3,D,1964,0,0,08/01/1997,11/08/1994,11/04/2011,94115
1371933,253026,Pacific Heights,Condominium,2013-06-27,1400,2.0,2,4,1,1,RM3,D,1965,0,0,08/01/1994,03/30/1994,06/27/2013,94109
723826,840000,Pacific Heights,Condominium,2013-11-05,1400,2.0,2,4,1,1,RM3,D,1965,0,0,08/01/1999,11/05/2013,11/05/2013,94109
1658858,1226270,Noe Valley,Dwelling,2014-06-02,1340,2.0,3,6,1,1,RH1,D,1909,0,2848,08/01/1999,06/02/2014,06/02/2014,94131
970704,254210,Noe Valley,Dwelling,1999-10-19,1575,2.0,4,6,2,1,RH2,D,1908,0,2850,08/01/1999,,10/19/1999,94114
1411848,14565830,Pacific Heights,Dwelling,2013-06-21,6800,4.0,5,8,3,1,RH1D,D,1962,0,3460.88,11/01/2008,06/21/2013,06/21/2013,94123
409419,994948,Noe Valley,Condominium,2011-11-09,1098,2.0,2,5,2,0,,WOO,2005,0,0,,05/17/1950,11/09/2011,94110
37683,621185,Noe Valley,Dwelling,1999-04-01,838,1.0,1,3,1,1,RH2,D,1937,0,975,04/01/1999,10/27/1998,10/27/1998,94114
1442102,4685816,Pacific Heights,Dwelling,2013-03-20,3938,3.0,3,9,3,1,RH1D,D,1940,0,4416,02/01/2012,03/31/2010,03/20/2013,94115
245524,747262,Noe Valley,Condominium,2010-09-23,1042,1.0,2,5,2,1,RH2,D,1910,0,0,08/01/1999,09/23/2010,09/23/2010,94114
513621,1926305,Noe Valley,Dwelling,2012-04-24,2335,3.0,3,7,1,1,RH2,D,1904,1039,2850,12/01/1998,04/24/2012,04/24/2012,94114
1338962,523260,Pacific Heights,Condominium,1994-08-01,1125,2.0,2,4,0,1,RM2,D,1905,0,0,08/01/1994,07/31/1992,07/31/1992,94115
1942418,1366174,Noe Valley,Condominium,2013-03-13,2215,3.0,4,8,1,1,RH2,D,1997,692,1393.5,12/01/1998,03/13/2013,03/13/2013,94114
1044109,96440,Noe Valley,Dwelling,2011-12-09,1152,1.0,3,6,2,1,RH2,D,1900,0,0,08/01/1999,,12/09/2011,94114
667658,661633,Pacific Heights,Condominium,1999-08-01,2612,2.0,4,0,0,1,RH2,D,1923,0,0,08/01/1999,,01/06/1921,94115
883154,708531,Pacific Heights,Dwelling,2010-05-29,5108,3.0,3,14,3,1,RH2,D,1900,628,4468.75,11/01/2001,,05/29/2010,94123
122211,518147,Pacific Heights,Condominium,1997-12-01,1305,2.0,2,5,0,1,RH2,D,1962,0,0,12/01/1997,06/27/1997,06/27/1997,94115
570181,1084902,Noe Valley,Dwelling,2014-03-06,1110,2.0,2,5,1,1,RH2,D,1948,255,1751,08/01/1999,03/27/2013,03/06/2014,94114
1329243,557383,Pacific Heights,Condominium,1999-08-01,1700,1.0,2,5,1,1,RM2,D,1921,0,0,08/01/1999,05/29/1987,02/14/1991,94115
266324,1410000,Pacific Heights,Condominium,1999-02-01,1434,3.0,2,5,3,1,RM2,D,1989,0,0,02/01/1999,04/09/1970,10/01/1971,94109
773818,1253058,Pacific Heights,Condominium,2010-03-16,1300,2.0,2,5,1,1,RH2,D,1981,0,0,04/01/1999,03/16/2010,03/16/2010,94115
569517,208431,Pacific Heights,Condominium,2012-05-15,750,2.0,1,3,0,1,RC4,D,1987,0,0,06/01/1998,,05/15/2012,94109
1928107,2109533,Noe Valley,Dwelling,2013-04-05,1774,2.0,4,7,1,1,RH1,D,1949,624,2996,08/01/1999,04/05/2013,04/05/2013,94131
1552877,1968733,Noe Valley,Dwelling,2013-10-01,1512,1.0,2,5,2,1,RH2,D,1904,0,2944.62,10/01/2013,10/14/2011,10/14/2011,94114
995243,9105192,Pacific Heights,Condominium,1999-08-01,5913,4.0,3,13,3,1,RH1,D,1905,0,0,08/01/1999,12/08/1961,12/08/1961,94123
189049,752400,Pacific Heights,Condominium,2013-01-15,671,1.0,1,4,2,1,,D,1900,0,0,,01/15/2013,01/15/2013,94115
1902691,1393496,Noe Valley,Condominium,2012-05-04,1995,2.0,3,6,2,1,,D,1999,0,0,,05/04/2012,05/04/2012,94114
1904519,750051,Pacific Heights,Condominium,1980-05-21,735,1.0,1,3,1,0,,D,1965,0,0,,05/21/1980,05/21/1980,94115
884692,447543,Noe Valley,Dwelling,1999-08-01,2002,3.0,4,8,2,1,RH1,D,1900,0,2850,08/01/1999,,12/30/1980,94131
1125938,6479762,Pacific Heights,Dwelling,2010-12-16,9103,6.0,8,18,3,1,RH2,C,1911,0,5775,08/01/1999,12/16/2010,12/16/2010,94115
11263,1062144,Pacific Heights,Condominium,2014-11-10,1470,2.0,2,5,2,1,RM2,D,1989,0,0,08/01/1999,11/10/2014,11/10/2014,94109
839471,5077745,Pacific Heights,Dwelling,2014-07-01,4800,4.0,4,7,4,1,RH1D,D,1995,0,3437.5,07/01/2014,08/22/1930,08/22/1930,94123
728413,2151920,Pacific Heights,Dwelling,2014-07-01,3617,4.0,5,10,2,1,RH1D,D,1908,0,4950,07/01/2014,08/16/1988,06/01/1989,94123
1153576,913854,Noe Valley,Dwelling,1999-04-01,2328,3.0,4,8,2,1,RH2,D,1919,0,2625,04/01/1999,06/14/1991,10/07/1998,94114
1305508,842199,Pacific Heights,Condominium,1998-04-01,1172,1.0,1,4,1,1,RM1,other,1962,0,0,04/01/1998,06/30/1980,09/22/1990,94115
1065963,742358,Pacific Heights,Condominium,1996-06-01,975,2.0,2,4,0,1,RM3,D,1987,0,0,06/01/1996,09/23/1990,09/23/1990,94109
1406978,1368884,Noe Valley,Dwelling,2005-04-01,1575,2.0,3,6,1,1,RH2,D,1951,514,1690,04/01/2005,07/15/1990,07/15/1990,94131
631499,952916,Noe Valley,Dwelling,2011-11-05,1879,2.0,2,7,1,1,RH2,D,1902,0,2850,08/01/1999,11/05/2011,11/05/2011,94114
484532,8604531,Pacific Heights,Dwelling,1999-08-01,5150,4.0,5,10,2,1,RH1,D,1929,0,4787.63,08/01/1999,,02/11/1950,94109
6294,6940150,Pacific Heights,Dwelling,2005-06-01,5278,6.0,6,12,2,1,RH1D,D,1969,1367,5400,06/01/2005,09/27/1960,09/27/1960,94115
386623,620268,Pacific Heights,Condominium,1996-01-01,1306,1.0,1,3,3,1,RM3,D,1927,0,0,01/01/1996,06/18/1930,06/18/1930,94123
1337122,1864628,Noe Valley,Dwelling,2003-03-01,2564,2.0,3,10,2,1,RH2,D,1908,0,2848,03/01/2003,07/02/1980,07/03/1980,94114
1171058,773216,Pacific Heights,Condominium,1999-03-01,893,1.0,1,3,1,1,RM3,D,1925,0,0,03/01/1999,09/16/1940,06/28/1950,94109
1198763,797159,Pacific Heights,Condominium,2011-11-28,1414,2.0,2,5,4,1,RM1,D,1988,0,0,07/01/1999,10/15/1996,11/28/2011,94123
240428,3696002,Pacific Heights,Dwelling,2011-12-01,4378,2.0,4,10,2,1,RH2,D,1900,0,3571,12/01/2011,01/30/1991,01/27/2011,94115
111436,1092125,Noe Valley,Dwelling,2011-01-01,1040,2.0,2,6,1,1,RH2,D,1925,0,2495,08/01/1995,02/26/1940,01/01/2011,94114
1850631,3003959,Pacific Heights,Dwelling,2007-08-01,7050,4.0,11,18,3,1,RH2,D,1900,0,10654,08/01/2007,,12/09/1970,94109
347739,2461122,Noe Valley,Dwelling,2013-03-26,2312,4.0,4,10,2,1,RH2,D,1900,620,2848,03/01/2010,03/26/2013,03/26/2013,94114
1064676,337424,Pacific Heights,Condominium,2012-11-07,826,2.0,1,3,1,1,RM2,A,1964,0,0,08/01/1999,01/02/2011,11/07/2012,94115
1119613,553582,Pacific Heights,Condominium,1998-04-01,1501,1.0,1,4,0,1,RM2,D,1928,0,0,04/01/1998,12/08/1997,12/08/1997,94109
278514,1276836,Noe Valley,Dwelling,2013-04-01,2295,3.0,3,8,2,1,RH2,D,1911,0,3123,04/01/2013,02/23/1931,12/03/1951,94114
1617118,954312,Pacific Heights,Condominium,2013-03-26,960,1.0,2,5,1,1,RM1,D,1906,0,0,08/01/1999,03/26/2013,03/26/2013,94115
979453,1722927,Pacific Heights,Condominium,2014-11-25,2225,2.0,2,7,3,1,RH2,D,1900,0,0,08/01/1999,11/25/2014,11/25/2014,94123
191323,1252536,Noe Valley,Dwelling,2010-03-27,3030,3.0,3,11,3,1,RH3,D,1885,588,2850,08/01/1999,03/27/2010,05/25/1940,94114
1790016,1682672,Noe Valley,Dwelling,2010-10-13,2127,3.0,3,7,2,1,RH2,D,1895,0,2500,03/01/1998,05/20/2010,10/13/2010,94131
15194,1004540,Pacific Heights,Condominium,2012-11-07,1426,2.0,2,5,1,1,FILLMR,D,1908,0,0,08/01/1999,11/07/2012,11/07/2012,94115
656049,6176110,Pacific Heights,Dwelling,2013-02-13,7738,4.0,8,12,3,1,RH1,D,1898,0,4708,02/01/2005,02/11/1940,02/13/2013,94123
1555391,5434641,Pacific Heights,Dwelling,2011-06-17,6054,5.0,6,16,3,1,RH1,D,1900,0,3571,11/01/1994,06/17/2011,06/17/2011,94115
1218003,3081498,Pacific Heights,Dwelling,2014-09-01,2658,3.0,3,7,3,1,RH1,D,1906,0,1716,09/01/2014,04/03/2012,04/03/2012,94115
238756,783540,Pacific Heights,Condominium,2013-05-23,869,2.0,2,4,5,1,RM3,D,1962,0,0,08/01/1999,05/23/2013,05/23/2013,94109
383854,903828,Pacific Heights,Condominium,1997-08-01,1170,2.0,2,5,0,1,RM2,other,1964,0,0,08/01/1997,06/06/1930,06/06/1930,94123
317893,409929,Pacific Heights,Condominium,2010-08-13,1089,1.0,2,4,0,1,RH3,D,1929,0,0,01/01/1997,05/31/1996,08/13/2010,94115
1663524,8544800,Pacific Heights,Dwelling,1999-08-01,8215,6.0,7,15,3,1,RH1D,D,1907,400,5107.6,08/01/1999,03/12/1970,02/03/1971,94115
728529,1309058,Noe Valley,Dwelling,1999-08-01,1573,2.0,3,7,1,1,RH1,D,1978,0,1875,08/01/1999,06/08/1970,06/08/1970,94131
854068,365835,Pacific Heights,Condominium,1997-05-01,2376,2.0,3,8,2,1,RH1,D,1932,0,0,05/01/1997,,11/18/1996,94123
108311,1034378,Pacific Heights,Condominium,2014-10-31,1100,1.0,2,4,0,1,RH3,D,1890,0,0,08/01/1994,10/31/2014,10/31/2014,94115
611863,1060787,Pacific Heights,Condominium,2011-02-17,1501,1.0,1,4,0,1,RM2,D,1928,0,0,06/01/1997,02/10/1971,02/17/2011,94109
568012,577890,Pacific Heights,Condominium,2012-01-13,710,1.0,1,3,1,1,RH2,D,1895,0,0,12/01/1997,01/13/2012,01/13/2012,94115
1585092,528118,Pacific Heights,Condominium,1999-08-01,1170,2.0,2,5,0,1,RM2,other,1964,0,0,08/01/1999,09/01/1988,10/08/1990,94123
1589418,1244015,Pacific Heights,Condominium,2010-05-04,1529,2.0,2,5,9,1,RM3,D,1966,0,0,08/01/1996,06/06/1980,05/04/2010,94109
723721,592112,Noe Valley,Dwelling,2014-10-28,3082,3.0,3,9,2,1,RH2,D,1901,444,2850,08/01/1999,10/28/2014,10/28/2014,94114
290931,1536945,Noe Valley,Dwelling,2014-11-26,2008,2.0,3,6,1,1,RH1,D,1931,0,2850,05/01/2014,11/26/2014,11/26/2014,94131
1933884,1808171,Pacific Heights,Condominium,2013-05-17,1956,2.0,3,6,2,1,RH3,D,1908,0,0,04/01/1999,05/17/2013,05/17/2013,94115
495789,295975,Pacific Heights,Condominium,2010-12-08,1041,1.0,1,4,1,1,RM2,D,1923,0,0,08/01/1999,,12/08/2010,94115
1113201,1081701,Noe Valley,Dwelling,2012-05-10,2439,3.0,3,9,2,1,RH2,D,1961,473,3419,07/01/1999,06/16/2011,05/10/2012,94114
145524,1437208,Noe Valley,Dwelling,1999-08-01,1800,2.0,3,5,1,1,RH1,D,1949,0,3040,08/01/1999,02/28/1970,02/28/1970,94131
396399,6830871,Pacific Heights,Dwelling,2014-03-01,5352,4.0,5,10,3,1,RH2,D,1890,0,7687.17,03/01/2014,04/23/2013,04/23/2013,94115
150737,1153290,Pacific Heights,Dwelling,1996-05-01,2980,2.0,3,8,2,1,RH2,D,1900,0,3510,05/01/1996,07/26/1995,04/21/1930,94115
751523,1370031,Pacific Heights,Dwelling,1999-08-01,3168,2.0,3,6,2,1,RH2,D,1900,288,3192.25,08/01/1999,08/05/1993,08/05/1993,94115
1514279,292733,Noe Valley,Condominium,1999-06-01,837,1.0,1,4,1,1,RM1,D,1976,0,0,06/01/1999,09/29/1992,12/18/1998,94114
1506856,608906,Pacific Heights,Condominium,1999-08-01,1172,2.0,1,4,1,1,RM1,other,1962,0,0,08/01/1999,06/09/1940,06/09/1940,94115
1907981,539121,Pacific Heights,Condominium,1999-07-01,1044,1.0,1,4,5,1,RM3,D,1931,0,0,12/01/1998,07/01/1999,05/09/1930,94109
1629568,4884809,Pacific Heights,Dwelling,1996-06-01,3859,3.0,4,8,2,1,RH1D,D,1952,0,3981,06/01/1996,09/30/1980,09/30/1980,94115
909692,1839211,Pacific Heights,Condominium,2012-03-30,2320,2.0,3,6,2,1,RH3,D,1903,0,0,08/01/1995,03/30/2012,03/30/2012,94115
1466783,1109215,Noe Valley,Dwelling,2014-04-15,1836,3.0,4,8,1,1,RH2,D,1912,1096,2000,06/01/2008,04/15/2014,04/15/2014,94131
1967189,964358,Noe Valley,Condominium,2012-10-10,1762,2.0,3,7,2,0,,D,1908,1050,0,,10/10/2012,10/10/2012,94114
1097493,685880,Pacific Heights,Condominium,1999-03-01,1908,1.0,2,5,1,1,RH2,D,1908,0,0,03/01/1999,01/22/1993,04/02/1930,94115
127512,650000,Pacific Heights,Condominium,2011-04-13,640,1.0,1,2,3,1,RM2,D,1959,0,0,10/01/1997,06/24/1950,04/13/2011,94109
493604,1561736,Pacific Heights,Condominium,1999-08-01,2150,2.0,3,6,1,1,RM2,D,1969,0,0,08/01/1999,10/08/1940,05/10/1960,94123
1369227,921490,Pacific Heights,Condominium,2011-11-29,1162,1.0,2,4,1,1,RH3,D,1910,0,0,09/01/1994,06/27/1980,11/29/2011,94115
1202523,1250722,Noe Valley,Dwelling,2009-01-01,2035,2.0,3,6,2,1,RH2,D,1892,0,1999,01/01/2009,06/26/1990,06/26/1990,94110
732544,547784,Pacific Heights,Condominium,1999-08-01,1300,2.0,2,5,0,1,RH2,D,1962,0,0,08/01/1999,07/26/1989,08/13/1970,94115
1804288,321226,Pacific Heights,Condominium,2012-11-07,653,1.0,1,3,0,1,RM3,D,1987,0,0,06/01/1999,07/19/1999,11/07/2012,94109
425084,487851,Pacific Heights,Condominium,1997-06-01,1030,2.0,2,5,0,1,RM2,other,1964,0,0,06/01/1997,11/15/1996,09/07/1950,94123
694887,1384964,Noe Valley,Dwelling,1998-08-01,2250,3.0,4,7,2,1,RH2,D,1981,0,1575,08/01/1998,04/13/1950,04/13/1950,94131
1407176,1404634,Noe Valley,Dwelling,2010-12-27,1040,2.0,3,5,2,1,RH3,D,1905,0,2495,02/01/1997,01/30/1951,12/27/2010,94110
1127791,147300,Noe Valley,Dwelling,1997-10-01,1773,2.0,3,8,2,1,RM1,D,1913,0,1600,10/01/1997,,06/08/1940,94114
1708943,1024338,Pacific Heights,Condominium,2010-07-13,1113,2.0,2,5,0,1,RH3,D,1988,0,0,02/01/1999,07/13/2010,07/13/2010,94115
1737254,98966,Noe Valley,Dwelling,1995-12-01,1016,1.0,2,5,1,1,RH3,D,1890,0,2937.5,12/01/1995,02/05/1988,06/25/1990,94114
768669,2233908,Pacific Heights,Dwelling,1998-11-01,3630,4.0,3,11,4,1,RH1,D,1932,250,3025,11/01/1998,02/12/1998,02/12/1998,94115
1645432,979426,Pacific Heights,Condominium,2012-09-14,1125,1.0,2,4,0,1,RM2,D,1905,0,0,04/01/1997,09/14/2012,09/14/2012,94115
1828369,478743,Noe Valley,Condominium,2010-12-09,2508,3.0,8,16,2,1,RH2,D,1981,0,2894,08/01/1999,03/20/1990,12/09/2010,94114
107864,1162916,Noe Valley,Dwelling,1996-09-01,1050,2.0,2,5,1,1,RH1,D,1946,0,2539,09/01/1996,04/09/1920,03/19/1930,94131
1030102,498257,Pacific Heights,Condominium,1999-08-01,1168,1.0,1,4,1,1,RM1,D,1906,0,0,08/01/1999,06/01/1990,06/01/1990,94115
1222649,914126,Pacific Heights,Condominium,1999-08-01,955,2.0,2,4,1,1,RM2,A,1964,0,0,08/01/1999,02/05/1951,02/05/1951,94115
517467,869625,Pacific Heights,Condominium,1999-02-01,1525,1.0,2,6,3,1,RH2,D,1912,0,0,02/01/1999,07/07/1998,07/07/1998,94109
892286,792374,Pacific Heights,Condominium,2012-03-27,1070,1.0,1,4,1,1,RM1,D,1916,0,0,05/01/1997,06/20/1970,03/27/2012,94115
1224304,894415,Pacific Heights,Condominium,2011-02-28,2550,4.0,3,8,2,1,RH2,D,1988,0,0,01/01/1996,08/04/1995,02/28/2011,94115
1154581,2116565,Noe Valley,Dwelling,2014-05-01,2417,2.0,3,7,3,0,RH2,WOO,2004,0,1509,05/01/2014,05/06/2013,12/30/2013,94114
305381,1582954,Pacific Heights,Condominium,2013-09-25,1657,1.0,2,6,0,1,RH2,D,1916,0,0,06/01/1998,12/20/2012,09/25/2013,94123
667182,5510000,Pacific Heights,Dwelling,2013-12-20,3714,4.0,5,9,2,1,RH1,D,1938,570,3018,04/01/2002,12/20/2013,12/20/2013,94115
1394222,5021694,Pacific Heights,Dwelling,2013-03-26,3652,4.0,3,10,2,1,RH1,D,1966,0,2500,08/01/1999,03/26/2013,03/26/2013,94123
1437437,1000340,Noe Valley,Dwelling,2010-12-01,1362,1.0,3,6,1,1,RH2,D,1951,0,2848,03/01/2005,07/10/1990,12/01/2010,94131
1802579,1720894,Pacific Heights,Condominium,2012-02-22,1901,3.0,3,7,1,1,RM1,D,1927,0,0,10/01/1994,04/01/2010,02/22/2012,94115
496763,624441,Pacific Heights,Condominium,1997-02-01,2052,1.0,3,6,1,1,RH2,D,1908,0,0,02/01/1997,07/05/1996,07/05/1996,94115
881876,178262,Pacific Heights,Condominium,2012-05-15,630,1.0,1,3,0,1,RC4,D,1987,0,0,06/01/1998,,05/15/2012,94109
59916,178262,Pacific Heights,Condominium,2012-05-15,630,1.0,1,3,0,1,RC4,D,1987,0,0,06/01/1998,,05/15/2012,94109
668631,95258,Pacific Heights,Condominium,2012-05-10,1398,2.0,3,6,1,0,RH3,D,1936,0,3188,01/01/2012,,05/10/2012,94115
1501639,812146,Pacific Heights,Condominium,1995-10-01,1739,2.0,3,6,1,1,RM1,D,1923,0,0,10/01/1995,08/30/1991,08/30/1991,94115
1709589,223069,Noe Valley,Dwelling,1999-08-01,1300,2.0,2,8,1,1,RH2,D,1904,425,2850,08/01/1999,,03/22/1983,94131
1031768,1536662,Noe Valley,Dwelling,2013-12-16,1520,2.0,3,6,1,1,RH2,D,1927,0,2121,08/01/1999,03/15/1970,12/16/2013,94114
1132773,744788,Pacific Heights,Condominium,1999-08-01,981,1.0,1,4,1,1,RM3,C,1913,0,0,08/01/1999,09/24/1940,07/28/1990,94109
343459,1419110,Noe Valley,Dwelling,2014-04-01,1677,2.0,3,6,1,1,RH1,D,1946,0,2539,04/01/2014,03/27/2012,03/27/2012,94131
1600699,711210,Noe Valley,Dwelling,2012-10-12,1452,2.0,2,7,2,1,RH2,D,1916,0,1750,08/01/1999,10/04/1989,10/12/2012,94114
422838,778718,Pacific Heights,Condominium,2012-05-15,885,2.0,2,4,5,1,RM3,D,1962,0,0,08/01/1999,05/15/2012,05/15/2012,94109
758738,235029,Pacific Heights,Condominium,1999-08-01,617,1.0,1,3,0,1,RM1,D,1962,0,0,08/01/1999,,04/27/1989,94115
221666,1672197,Noe Valley,Dwelling,2011-02-23,2566,3.0,3,6,1,1,RH2,D,1900,0,3420,07/01/2008,02/23/2011,02/23/2011,94114
694783,717439,Pacific Heights,Condominium,2011-01-13,1390,3.0,3,5,0,1,RM2,other,1964,0,0,05/01/1997,12/31/1996,01/13/2011,94123
319073,704546,Pacific Heights,Condominium,1999-08-01,1612,2.0,3,6,1,1,RH2,D,1951,0,0,08/01/1999,09/24/1991,08/20/1920,94123
1858406,1448673,Pacific Heights,Condominium,1999-03-01,1950,3.0,3,6,2,1,RH2,D,1950,0,0,03/01/1999,09/21/1970,09/21/1970,94109
1542836,328854,Pacific Heights,Condominium,2012-05-15,1150,3.0,2,4,0,1,RC4,D,1987,0,0,06/01/1998,,05/15/2012,94109
